boletin,fecha,materia,articulo,sesion,tramite,quorum,resultado,SERGIO AGUIL?,JENNY ALVAREZ,PEDRO PABLO ALVAREZ-SALAMANCA,OSVALDO ANDRADE,CLAUDIO ARRIAGADA,PEPE AUTH,RAM?N BARROS,GERM?N BECKER,JAIME BELLOLIO,BERNARDO BERGER,GABRIEL BORIC,PEDRO BROWNE,CRISTI?N CAMPOS,KAROL CARIOLA,LAUTARO CARMONA,LORETO CARVAJAL,JUAN LUIS CASTRO,GUILLERMO CERONI,FUAD CHAHIN,MARCELO CH?VEZ,DANIELLA CICARDINI,JUAN ANTONIO COLOMA,ALDO CORNEJO,FELIPE DE MUSSY,ROJO EDWARDS,SERGIO ESPEJO,MARCOS ESPINOSA,FIDEL ESPINOZA,DANIEL FARCAS,RAM?N FAR?AS,MAYA FERN?NDEZ,IV?N FLORES,IV?N FUENTES,GONZALO FUENZALIDA,SERGIO GAHONA,REN? MANUEL GARC?A,CRISTINA GIRARDI,JOAQU?N GODOY,RODRIGO GONZ?LEZ,HUGO GUTI?RREZ,ROMILIO GUTI?RREZ,GUSTAVO HASB?N,JAVIER HERN?NDEZ,MARCELA HERNANDO,MAR?A JOS? HOFFMANN,MIGUEL ?NGEL ALVARADO,GIORGIO JACKSON,ENRIQUE JARAMILLO,CARLOS ABEL JARPA,TUCAPEL JIM?NEZ,JOS? ANTONIO KAST,FELIPE KAST,ISSA KORT,JOAQU?N LAV?N,LUIS LEMUS,ROBERTO LE?N,FELIPE LETELIER,PABLO LORENZINI,JAVIER MACAYA,ROSAURO MART?NEZ,PATRICIO MELERO,DANIEL MELO,FERNANDO MEZA,VLADO MIROSEVIC,ANDREA MOLINA,CRISTI?N MONCKEBERG,NICOL?S MONCKEBERG,MANUEL MONSALVE,CELSO MORALES,JUAN ENRIQUE MORANO,CLAUDIA NOGUEIRA,IV?N NORAMBUENA,DANIEL N??EZ,MARCO ANTONIO N??EZ,PAULINA N??EZ,SERGIO OJEDA,JOS? MIGUEL ORTIZ,CLEMIRA PACHECO,DENISE PASCAL,DIEGO PAULSEN,JOS? P?REZ,LEOPOLDO P?REZ,JAIME PILOWSKY,ROBERTO POBLETE,YASNA PROVOSTE,JORGE RATHGEB,RICARDO RINC?N,GASPAR RIVAS,ALBERTO ROBLES,LUIS ROCAFULL,KARLA RUBILAR,JORGE SABAG,MARCELA SABAT,REN? SAFFIRIO,RA?L SALD?VAR,DAVID SANDOVAL,ALEJANDRO SANTANA,MARCELO SCHILLING,ALEJANDRA SEP?LVEDA,GABRIEL SILBER,ERNESTO SILVA,LEONARDO SOTO,ARTURO SQUELLA,JORGE TARUD,GUILLERMO TEILLIER,V?CTOR TORRES,RENZO TRISOTTI,JOAQU?N TUMA,MARISOL TURRES,JORGE ULLOA,CHRISTIAN UR?ZAR,IGNACIO URRUTIA,OSVALDO URRUTIA,CAMILA VALLEJO,PATRICIO VALLESP?N,ENRIQUE VAN RYSSELBERGHE,MARIO VENEGAS,GERM?N VERDUGO,MAT?AS WALKER,FELIPE WARD
9885-07,19 de abr de 2016 16:06 hrs.,"Facilita la aplicaci?n efectiva de las penas establecidas para los delitos de robo, hurto y receptaci?n y mejora la persecuci?n penal en dichos delitos.",supresi?n propuesta por el Senado del numeral 3) del art?culo 1?,14,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,0,10,10,10,0,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,0,10,10,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10
9885-07,19 de abr de 2016 16:06 hrs.,"Facilita la aplicaci?n efectiva de las penas establecidas para los delitos de robo, hurto y receptaci?n y mejora la persecuci?n penal en dichos delitos.",nuevo numeral 4) del art?culo 1? introducido por el Senado,14,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,-10,10,10,10,-5,10,10,10,10,10,-10,10,10,-10,-10,10,10,10,10,10,10,10,10,10,10,10,-5,0,10,10,10,-5,10,10,10,10,-5,10,10,-10,10,10,10,10,0,10,-10,0,10,10,10,10,0,10,10,0,10,-5,10,0,10,10,-10,-10,10,10,10,10,10,10,10,10,-10,10,10,10,10,0,10,10,-10,10,10,10,-5,10,-5,10,0,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,0,10,10,10,10,-10,10,10,10,10,10,10
9885-07,19 de abr de 2016 16:05 hrs.,"Facilita la aplicaci?n efectiva de las penas establecidas para los delitos de robo, hurto y receptaci?n y mejora la persecuci?n penal en dichos delitos.",nuevo numeral 3) del art?culo 1? introducido por el Senado,14,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,0,-5,10,10,0,10,10,-10,-5,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10
9885-07,19 de abr de 2016 16:05 hrs.,"Facilita la aplicaci?n efectiva de las penas establecidas para los delitos de robo, hurto y receptaci?n y mejora la persecuci?n penal en dichos delitos.",modificaciones introducidas por el Senado en el numeral 2) del art?culo 1?,14,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,-10,10,10,10,-10,10,10,10,10,10,-10,10,10,-10,-10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,-10,10,10,-10,10,10,10,-5,0,10,-10,0,-5,10,10,10,0,10,-5,0,-5,-5,10,0,10,-5,-10,-5,10,10,10,10,10,-10,10,10,-5,10,10,10,10,-10,-10,10,-10,10,10,-10,-10,10,-10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,0,10,-10,10,10,-10,-10,10,10,10,10,10
9885-07,19 de abr de 2016 16:04 hrs.,"Facilita la aplicaci?n efectiva de las penas establecidas para los delitos de robo, hurto y receptaci?n y mejora la persecuci?n penal en dichos delitos.",modificaciones introducidas por el Senado en el numeral 1) del art?culo 1?,14,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,RECHAZADO,-10,-10,10,-10,-10,10,10,10,10,10,-10,10,10,-10,-10,0,-10,-10,-10,-10,-10,10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,10,10,-10,10,-10,-10,10,10,10,-10,0,-10,-10,0,-10,-10,10,10,0,10,-10,0,-10,-10,10,0,10,-10,-10,-10,10,10,10,-10,10,-10,10,10,-10,10,10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,10,-10,10,0,-10,0,0,10,-10,-10,10,10,-10,-10,-10,10,-10,10,-10,-10,-10,10,10,0,10,-10,10,10,-10,-10,10,-5,10,-10,10
10491-11,14 de abr de 2016 12:36 hrs.,Otorga bonificaci?n por retiro voluntario a los funcionarios del sector salud que indica,Art?culo 17.,13,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,0,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,0,10,0,10,0,0,10,10,10,10,10,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,0,10,0,10,0,10,10,10,10,10,0,0,10,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,10,10,10,10,10,10,10,10
10491-11,14 de abr de 2016 12:35 hrs.,Otorga bonificaci?n por retiro voluntario a los funcionarios del sector salud que indica,Art?culo 3?.,13,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,0,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,0,10,0,10,0,0,10,10,10,10,10,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,0,10,0,10,0,10,10,10,10,10,0,0,10,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,10,10,10,10,10,10,10,10
10491-11,14 de abr de 2016 12:34 hrs.,Otorga bonificaci?n por retiro voluntario a los funcionarios del sector salud que indica,,13,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,0,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,0,10,0,10,0,0,10,10,10,10,10,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,0,10,0,10,0,10,10,10,10,10,0,0,10,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,10,10,10,10,10,10,10,10
10489-11,14 de abr de 2016 12:33 hrs.,"Otorga bonificaci?n por retiro voluntario al personal regido por la ley N? 19.378, que Establece Estatuto de Atenci?n Primaria de Salud Municipal",Art?culo 16,13,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,0,10,-5,10,10,0,10,0,0,10,10,10,10,10,10,10,0,10,0,10,0,0,10,10,10,10,-5,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,0,10,0,10,0,10,10,10,10,10,0,0,10,0,-5,10,10,10,0,0,10,10,10,10,10,10,-5,10,10,10,-5,10,10,10,10,0,0,-5,10,10,10,0,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,10,10,10,10,10,10,10,10
10489-11,14 de abr de 2016 12:33 hrs.,"Otorga bonificaci?n por retiro voluntario al personal regido por la ley N? 19.378, que Establece Estatuto de Atenci?n Primaria de Salud Municipal",Art?culo 15,13,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,0,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,0,10,0,10,0,0,10,10,10,10,10,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,0,10,0,10,0,10,10,10,10,10,0,0,10,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
10489-11,14 de abr de 2016 12:31 hrs.,"Otorga bonificaci?n por retiro voluntario al personal regido por la ley N? 19.378, que Establece Estatuto de Atenci?n Primaria de Salud Municipal",Art?culo 10,13,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,0,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,0,0,0,10,0,0,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,0,10,0,10,0,10,10,10,10,10,0,0,10,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,10,10,10,10,10,10,10,10,10
10489-11,14 de abr de 2016 12:30 hrs.,"Otorga bonificaci?n por retiro voluntario al personal regido por la ley N? 19.378, que Establece Estatuto de Atenci?n Primaria de Salud Municipal",Art?culo 6?,13,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,10,10,-10,0,-10,-5,10,10,0,0,0,0,10,10,10,10,10,-10,10,0,0,0,10,0,0,0,10,10,10,-10,0,0,0,0,0,10,-10,-10,-10,10,-10,10,10,10,10,10,0,0,-10,0,10,0,10,0,-10,0,-10,10,10,10,-10,0,0,10,0,-5,-10,-10,10,0,0,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,0,0,10,10,10,-10,0,10,10,10,-10,10,-10,10,10,10,-10,10,0,-10,0,-10,-10,10,10,-10,10,10,10,-10
10489-11,14 de abr de 2016 12:30 hrs.,"Otorga bonificaci?n por retiro voluntario al personal regido por la ley N? 19.378, que Establece Estatuto de Atenci?n Primaria de Salud Municipal",Art?culo 3?,13,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,0,10,10,10,0,0,0,0,0,10,10,10,10,10,10,10,0,10,0,10,0,0,0,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,0,10,0,10,0,10,10,10,10,10,0,0,10,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
10489-11,14 de abr de 2016 12:28 hrs.,"Otorga bonificaci?n por retiro voluntario al personal regido por la ley N? 19.378, que Establece Estatuto de Atenci?n Primaria de Salud Municipal",,13,PRIMER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,0,10,10,10,10,0,0,0,0,0,10,0,10,10,10,10,0,0,0,10,0,0,0,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,0,10,0,10,0,10,10,10,10,10,0,0,10,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10
10595-06,07 de abr de 2016 11:20 hrs.,Modifica la fecha de las elecciones primarias municipales,,10,TERCER TR?MITE / SIN INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,0,0,10,10,10,10,10,0,10,10,-10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,0,10,0,10,10,10,0,10,0,0,0,0,10,0,10,10,10,10,0,10,10,10,0,10,0,0,10,0,0,10,10,0,0,10,10,10,0,0,0,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,10,10,10,0,10,10,10,10
9835-13,06 de abr de 2016 13:19 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",Propuesta Comisi?n Mixta,9,COMISI?N MIXTA / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,-5,10,-10,-10,-10,-10,-5,-10,10,10,10,10,0,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,-10,-10,10,0,10,10,-10,0,-10,10,-10,10,-5,10,10,10,0,0,0,-10,10,10,0,10,-10,0,-10,10,0,-5,-10,-10,-10,10,-10,10,0,-10,10,10,-10,10,10,10,10,-10,0,-10,10,10,10,0,0,-10,10,10,0,10,-10,-5,10,-10,-10,10,10,10,-10,10,-10,10,10,-5,-10,10,-10,-10,10,-10,-10,10,10,-10,10,-10,10,-10
10595-06,05 de abr de 2016 13:36 hrs.,Modifica la fecha de las elecciones primarias municipales,Art?culo ?nico permanente y transitorio.,8,PRIMER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,-5,10,10,10,10,0,10,0,10,10,10,10,10,0,10,10,-10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9094-12,05 de abr de 2016 13:35 hrs.,Establece marco para la gesti?n de residuos y responsabilidad extendida del productor.,"Enmiendas introducidas por el Senado en el art?culo 36, que pasar?a a ser art?culo 40",8,TERCER TR?MITE / SIN INFORME,QUORUM SIMPLE,APROBADO,-5,10,10,-5,10,10,10,10,10,10,-10,10,-10,-5,-5,10,10,10,10,10,-5,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,-10,0,-10,-5,10,10,10,10,10,10,-10,10,0,10,10,0,10,0,10,10,-5,10,10,0,10,10,10,-10,10,0,0,10,10,10,10,10,-5,10,10,10,10,-5,-5,10,10,10,10,-10,10,-5,-5,-10,10,10,0,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10
9094-12,05 de abr de 2016 13:35 hrs.,Establece marco para la gesti?n de residuos y responsabilidad extendida del productor.,"Resto de las modificaciones introducidas por el Senado en el art?culo 35, que pasar?a a ser art?culo 39",8,TERCER TR?MITE / SIN INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,0,10,10,10,-5,10,0,0,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9094-12,05 de abr de 2016 13:34 hrs.,Establece marco para la gesti?n de residuos y responsabilidad extendida del productor.,"Nueva letra a) incorporada por el Senado en el inciso segundo, que pasar?a a ser inciso tercero, del art?culo 35, que pasar?a a ser art?culo 39",8,TERCER TR?MITE / SIN INFORME,QUORUM SIMPLE,APROBADO,10,10,10,-5,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,10,-10,0,-10,10,10,10,10,10,10,10,-10,10,10,10,10,0,10,0,10,10,10,10,10,0,10,10,10,-10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,-10,10,10,0,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9094-12,05 de abr de 2016 13:34 hrs.,Establece marco para la gesti?n de residuos y responsabilidad extendida del productor.,"Supresi?n propuesta por el Senado de la letra d) del inciso primero, que pasar?a a ser inciso segundo del art?culo 35, que pasar?a a ser art?culo 39.",8,TERCER TR?MITE / SIN INFORME,QUORUM SIMPLE,APROBADO,-5,10,10,-5,10,10,10,10,10,10,-10,10,-10,-5,-5,10,10,10,10,10,10,10,0,10,10,0,10,-5,10,10,10,10,10,10,10,10,-10,0,10,-5,10,10,10,10,10,10,-10,10,0,10,10,0,10,0,10,10,10,10,10,0,10,10,10,-10,10,0,0,10,10,10,10,10,-5,10,10,10,10,10,-5,10,10,10,10,-10,10,-5,10,-5,-5,10,0,10,10,10,10,10,10,10,-5,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10
9094-12,05 de abr de 2016 13:33 hrs.,Establece marco para la gesti?n de residuos y responsabilidad extendida del productor.,"Supresi?n propuesta por el Senado del inciso tercero del art?culo 33, que pasar?a a ser art?culo 37",8,TERCER TR?MITE / SIN INFORME,QUORUM SIMPLE,APROBADO,0,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,0,10,10,0,10,10,0,10,0,0,10,0,10,10,10,10,10,10,10,10,-5,0,10,10,10,10,10,10,10,10,-5,10,0,10,10,10,10,0,10,0,10,10,10,0,10,10,10,-10,10,0,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,-5,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9094-12,05 de abr de 2016 13:33 hrs.,Establece marco para la gesti?n de residuos y responsabilidad extendida del productor.,"Modificaciones introducidas por el Senado en el art?culo 11, que pasar?a a ser art?culo 13.",8,TERCER TR?MITE / SIN INFORME,QUORUM SIMPLE,APROBADO,-10,-10,10,-5,-10,-10,10,10,10,10,-10,10,-10,-10,-10,-10,-5,-5,10,10,-10,10,0,10,10,0,-5,10,-10,-5,-10,10,-10,10,10,10,-10,0,-10,-10,10,10,10,-10,10,-10,-10,-10,-10,-10,10,10,10,0,-10,10,-5,10,10,0,10,-10,-10,0,10,0,0,-10,10,10,10,10,-10,10,10,-10,10,-10,-10,10,-10,10,10,-10,10,-5,10,-10,-10,-10,0,10,10,10,-10,10,10,-10,-10,10,10,-10,10,10,-10,10,10,10,10,10,-5,10,10,-10,10,10,10,10,10,10
9094-12,05 de abr de 2016 13:32 hrs.,Establece marco para la gesti?n de residuos y responsabilidad extendida del productor.,"Modificaciones introducidas por el Senado en el art?culo 9?, que pasar?a a ser art?culo 10.",8,TERCER TR?MITE / SIN INFORME,QUORUM SIMPLE,APROBADO,-10,-10,10,-10,-10,10,10,10,10,10,-10,10,10,-10,-10,-10,-10,10,10,-5,-10,10,0,10,0,0,10,-10,-5,10,-10,10,10,10,10,10,-10,0,10,-10,10,10,10,10,10,10,-10,10,-10,-5,10,10,10,0,-10,10,10,10,10,0,10,10,10,0,10,0,0,-10,10,10,10,10,-10,10,10,10,10,-10,-10,10,10,10,10,-10,10,-5,10,-10,-10,10,0,10,10,10,10,10,10,-10,-10,10,10,10,10,10,-10,10,10,10,10,10,-10,10,10,-10,10,10,10,10,10,10
9094-12,05 de abr de 2016 13:32 hrs.,Establece marco para la gesti?n de residuos y responsabilidad extendida del productor.,Modificaciones introducidas por el Senado en los numerales 1) y 10) del art?culo 3?.,8,TERCER TR?MITE / SIN INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,-5,10,0,10,10,10,10,0,10,0,10,10,10,0,10,10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9094-12,05 de abr de 2016 13:31 hrs.,Establece marco para la gesti?n de residuos y responsabilidad extendida del productor.,Modificaciones introducidas por el Senado en letra e) del art?culo 2?,8,TERCER TR?MITE / SIN INFORME,QUORUM SIMPLE,APROBADO,10,10,10,0,10,-10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,-5,10,0,10,10,0,10,10,10,10,10,0,10,10,10,10,-10,0,10,10,10,10,10,10,10,-10,-10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-5,10,-10,-5,10,0,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9094-12,05 de abr de 2016 13:31 hrs.,Establece marco para la gesti?n de residuos y responsabilidad extendida del productor.,Enmiendas introducidas por el Senado en el art?culo 21 que pasar?a a ser art?culo 25 y en el inciso final del art?culo 28 que pasar?a a ser art?culo 30.,8,TERCER TR?MITE / SIN INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,10,0,10,10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9094-12,05 de abr de 2016 13:30 hrs.,Establece marco para la gesti?n de residuos y responsabilidad extendida del productor.,"Modificaciones introducidas por el Senado, con la salvedad de las enmiendas introducidas en el art?culo 21 que pasar?a a ser art?culo 25 y en el inciso final del art?culo 28, que pasar?a a ser art?culo 30, por tratar materias propias de ley org?nica constitucional y de la letra e) del art?culo 2?; de los numerales 1) y 10) del art?culo 3?; del art?culo 9? que pasar?a a ser art?culo 10; del art?culo 11 que pasar?a a ser art?culo 13; supresi?n propuesta por el Senado del inciso tercero del art?culo 33 que pasar?a a ser art?culo 37; del art?culo 35 que pasar?a a ser art?culo 39 y del art?culo 36 que pasar?a a ser art?culo 40, cuyas votaciones separadas fueron sido solicitadas.",8,TERCER TR?MITE / SIN INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9835-13,23 de mar de 2016 15:05 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",nuevo art?culo 10 transitorio incorporado por el Senado,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,10,10,0,-10,-10,-10,10,0,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,0,0,10,-10,10,10,-10,-10,-10,10,-10,10,10,10,10,10,-10,0,-10,-10,10,0,0,-5,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,0,-10,10,-10,10,10,10,-10,10,0,10,10,0,10,0,-5,10,-10,-10,10,10,10,-10,10,-10,10,10,-5,-10,10,-10,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9835-13,23 de mar de 2016 15:05 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",nuevo art?culo 8? transitorio incorporado por el Senado,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,-10,10,0,-10,-10,-10,10,-10,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,0,0,0,-10,10,0,-10,-10,-10,10,-10,10,10,10,10,10,-10,0,-10,-10,10,0,0,10,-10,0,0,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,0,-10,10,-10,10,10,10,-10,10,0,10,10,0,10,0,-10,10,-10,-10,10,10,10,-10,10,-10,10,10,-10,-10,10,-10,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9835-13,23 de mar de 2016 15:04 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 5? transitorio,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,-10,10,0,-10,-10,-10,10,-10,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,0,0,-10,-10,10,0,-10,-10,-10,10,-10,10,10,10,10,10,-10,-10,-10,-10,10,0,0,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,0,-10,10,-10,10,10,10,-10,10,0,10,10,0,10,0,-5,10,-10,-10,10,10,10,-10,10,-10,10,10,-5,-10,10,-10,-10,10,-10,-10,10,10,-10,10,-10,10,-10
